url,repository_url,id,number,title,user_id,user_login,labels,state,locked,assignee,assignees,created_at,updated_at,closed_at,days_open
https://api.github.com/repos/octocat/Hello-World/issues/4552,https://api.github.com/repos/octocat/Hello-World,3676966924,4552,Submission id: xyzzy,234373430,zaviersampat7,[],open,false,,[],2025-11-29T17:58:27.000Z,2025-11-29T17:58:27.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4551,https://api.github.com/repos/octocat/Hello-World,3672894526,4551,Nombre de mi ramaAñadidas nevas linbeas al archivo,86062096,emmardi76,[],open,false,,[],2025-11-27T20:12:51.000Z,2025-11-27T20:12:51.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4550,https://api.github.com/repos/octocat/Hello-World,3666047409,4550,F branch,140793688,Kamimura-cpu,[],open,false,,[],2025-11-26T06:35:07.000Z,2025-11-26T06:35:07.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4548,https://api.github.com/repos/octocat/Hello-World,3665160061,4548,Add Spanish translation to README,170687618,Miguelito1800,[],open,false,,[],2025-11-26T00:58:20.000Z,2025-11-26T00:58:20.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4546,https://api.github.com/repos/octocat/Hello-World,3662681576,4546,Add text.txt for collaboration demo,238669185,anfisafilatova521-del,[],open,false,,[],2025-11-25T11:30:53.000Z,2025-11-25T13:01:40.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4544,https://api.github.com/repos/octocat/Hello-World,3658112085,4544,Add first contribution message to README,167654894,Abhikorekar,[],open,false,,[],2025-11-24T10:10:45.000Z,2025-11-24T10:18:23.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4542,https://api.github.com/repos/octocat/Hello-World,3655826286,4542,Added contribution.txt,103324375,Dipendra1999,[],open,false,,[],2025-11-23T10:50:30.000Z,2025-11-23T10:50:30.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4541,https://api.github.com/repos/octocat/Hello-World,3655670660,4541,Added a practice line to README,221052831,Komali0706,[],open,false,,[],2025-11-23T08:47:31.000Z,2025-11-23T08:47:31.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4538,https://api.github.com/repos/octocat/Hello-World,3654952410,4538,feat(dashboard): implement user dashboard with analytics,189413786,NassreddineSamaali,[],open,false,,[],2025-11-22T18:25:46.000Z,2025-11-22T18:25:46.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4537,https://api.github.com/repos/octocat/Hello-World,3654915559,4537,Test GitHub CLI,189413786,NassreddineSamaali,[],open,false,,[],2025-11-22T17:49:25.000Z,2025-11-22T17:49:25.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4536,https://api.github.com/repos/octocat/Hello-World,3654789491,4536,✨ Ajout d'informations personnelles - TP Git/GitHub,189413786,NassreddineSamaali,[],closed,false,,[],2025-11-22T15:29:44.000Z,2025-11-22T17:00:08.000Z,2025-11-22T17:00:07.000Z,0.0627662037037037
https://api.github.com/repos/octocat/Hello-World/issues/4535,https://api.github.com/repos/octocat/Hello-World,3654773895,4535,Додано новий розділ у README та демонстраційний файлfor PR demonstration,118216476,Valeria24080,[],open,false,,[],2025-11-22T15:11:28.000Z,2025-11-22T15:11:28.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4533,https://api.github.com/repos/octocat/Hello-World,3653201652,4533,Create trendyat-syria,227122439,mralbaihas-ship-it,[],closed,false,,[],2025-11-21T21:57:11.000Z,2025-11-27T20:47:16.000Z,2025-11-27T20:47:16.000Z,5.95144675925926
https://api.github.com/repos/octocat/Hello-World/issues/4532,https://api.github.com/repos/octocat/Hello-World,3649983157,4532,alteração referente a issue #3033,131215505,jlmpinheiro,[],open,false,,[],2025-11-21T02:48:59.000Z,2025-11-21T02:48:59.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4527,https://api.github.com/repos/octocat/Hello-World,3643989965,4527,Update README,244777826,damanyarb24-pixel,[],open,false,,[],2025-11-19T18:42:23.000Z,2025-11-19T18:42:23.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4526,https://api.github.com/repos/octocat/Hello-World,3643945020,4526,HTML,244777826,damanyarb24-pixel,[],open,false,,[],2025-11-19T18:29:18.000Z,2025-11-19T18:29:18.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4525,https://api.github.com/repos/octocat/Hello-World,3643703408,4525,Test add another hello world,163673701,karyna-str,[],open,false,,[],2025-11-19T17:19:42.000Z,2025-11-19T17:28:12.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4524,https://api.github.com/repos/octocat/Hello-World,3642764560,4524,Made hello world a header 1,224081946,Ladsm,[],open,false,,[],2025-11-19T13:33:08.000Z,2025-11-19T13:33:08.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4523,https://api.github.com/repos/octocat/Hello-World,3642168581,4523,Update README,182492828,ch-saiharshini,[],open,false,,[],2025-11-19T10:53:45.000Z,2025-11-19T10:53:45.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4522,https://api.github.com/repos/octocat/Hello-World,3640086574,4522,Create SECURITY.md for security policy,204272779,hulubalu,[],open,false,,[],2025-11-18T21:36:38.000Z,2025-11-18T21:38:00.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4519,https://api.github.com/repos/octocat/Hello-World,3633745032,4519,Updated README as part of Git learning practice.,185806193,gaganhs-dev,[],closed,false,,[],2025-11-17T15:10:19.000Z,2025-11-17T15:13:11.000Z,2025-11-17T15:13:01.000Z,0.001875
https://api.github.com/repos/octocat/Hello-World/issues/4518,https://api.github.com/repos/octocat/Hello-World,3631233377,4518,merge test branch into main,69470194,Manideep6,[],open,false,,[],2025-11-16T22:52:10.000Z,2025-11-16T22:58:40.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4516,https://api.github.com/repos/octocat/Hello-World,3631076993,4516,Add collab test file,167238904,seyedmohammadrezapro,[],open,false,,[],2025-11-16T20:07:21.000Z,2025-11-16T20:07:21.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4515,https://api.github.com/repos/octocat/Hello-World,3631060468,4515,Fix readme typo,223879215,petrosmanifavas,[],closed,false,,[],2025-11-16T19:55:48.000Z,2025-11-16T19:56:53.000Z,2025-11-16T19:56:15.000Z,3.125E-4
https://api.github.com/repos/octocat/Hello-World/issues/4514,https://api.github.com/repos/octocat/Hello-World,3631054100,4514,Create Pull Request.,223879215,petrosmanifavas,[],open,false,,[],2025-11-16T19:50:20.000Z,2025-11-16T19:50:20.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4513,https://api.github.com/repos/octocat/Hello-World,3631031604,4513,kkf,118826092,mariiiiiinad,[],open,false,,[],2025-11-16T19:28:47.000Z,2025-11-16T19:28:47.000Z,,
https://api.github.com/repos/octocat/Hello-World/issues/4512,https://api.github.com/repos/octocat/Hello-World,3628574119,4512,First Commit,240143778,impsr,[],closed,false,,[],2025-11-15T11:28:54.000Z,2025-11-15T11:30:21.000Z,2025-11-15T11:30:21.000Z,0.0010069444444444444
https://api.github.com/repos/octocat/Hello-World/issues/4487,https://api.github.com/repos/octocat/Hello-World,3613794105,4487,Practice PR: Add a line to README,188623727,JesFusion,[],closed,false,,[],2025-11-11T20:25:57.000Z,2025-11-17T01:26:34.000Z,2025-11-17T01:26:34.000Z,5.2087615740740745
https://api.github.com/repos/octocat/Hello-World/issues/4480,https://api.github.com/repos/octocat/Hello-World,3608382119,4480,Adding submit.html file,214156102,rpoeirass,[],closed,false,,[],2025-11-10T14:44:51.000Z,2025-11-25T10:47:56.000Z,2025-11-25T10:47:56.000Z,14.835474537037037
https://api.github.com/repos/octocat/Hello-World/issues/4479,https://api.github.com/repos/octocat/Hello-World,3608356987,4479,Feature summit,243106559,rtomea,[],closed,false,,[],2025-11-10T14:39:20.000Z,2025-11-10T14:40:32.000Z,2025-11-10T14:40:32.000Z,8.333333333333334E-4
https://api.github.com/repos/octocat/Spoon-Knife/issues/38579,https://api.github.com/repos/octocat/Spoon-Knife,3677928743,38579,Update README.md,197804637,zhu4ok7,[],open,false,,[],2025-11-30T15:37:06.000Z,2025-11-30T15:37:06.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38578,https://api.github.com/repos/octocat/Spoon-Knife,3677834405,38578,Update index.html,136168028,prashbala27,[],open,false,,[],2025-11-30T14:32:05.000Z,2025-11-30T14:32:29.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38577,https://api.github.com/repos/octocat/Spoon-Knife,3677779855,38577,My Lab,246990647,Stan1slavNov,[],open,false,,[],2025-11-30T13:46:52.000Z,2025-11-30T13:46:52.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38576,https://api.github.com/repos/octocat/Spoon-Knife,3677745202,38576,Fix minor grammatical issues in README.md,217733618,ammar18002,[],open,false,,[],2025-11-30T13:07:44.000Z,2025-11-30T13:07:44.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38575,https://api.github.com/repos/octocat/Spoon-Knife,3677144043,38575,Répondre question DarkMod - Fixes #2,221904593,Zehirmahnn,[],closed,false,,[],2025-11-29T22:07:10.000Z,2025-11-29T22:07:17.000Z,2025-11-29T22:07:17.000Z,8.101851851851852E-5
https://api.github.com/repos/octocat/Spoon-Knife/issues/38574,https://api.github.com/repos/octocat/Spoon-Knife,3677123238,38574,Ajout de ma contribution,221904593,Zehirmahnn,[],closed,false,,[],2025-11-29T21:45:02.000Z,2025-11-29T21:45:27.000Z,2025-11-29T21:45:19.000Z,1.9675925925925926E-4
https://api.github.com/repos/octocat/Spoon-Knife/issues/38573,https://api.github.com/repos/octocat/Spoon-Knife,3676382123,38573,Modificación de prueba para PR desde fork,215083041,nicolasmunosh,[],open,false,,[],2025-11-29T05:42:43.000Z,2025-11-30T04:19:03.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38572,https://api.github.com/repos/octocat/Spoon-Knife,3676037840,38572,a short description of the change,71289104,Neyvaldo,[],closed,false,,[],2025-11-28T22:16:27.000Z,2025-11-28T22:42:11.000Z,2025-11-28T22:29:50.000Z,0.009293981481481481
https://api.github.com/repos/octocat/Spoon-Knife/issues/38571,https://api.github.com/repos/octocat/Spoon-Knife,3675240784,38571,Update index.html and styles.css,70472009,noorwertheim,[],closed,false,,[],2025-11-28T15:18:03.000Z,2025-11-28T15:24:58.000Z,2025-11-28T15:24:57.000Z,0.004791666666666666
https://api.github.com/repos/octocat/Spoon-Knife/issues/38570,https://api.github.com/repos/octocat/Spoon-Knife,3674811793,38570,Update index.html and styles.css.,11397041,kawakuticode,[],closed,false,,[],2025-11-28T12:44:38.000Z,2025-11-28T12:45:35.000Z,2025-11-28T12:45:35.000Z,6.597222222222222E-4
https://api.github.com/repos/octocat/Spoon-Knife/issues/38569,https://api.github.com/repos/octocat/Spoon-Knife,3674520858,38569,Update index.html and styles.css.,246655082,ajay9v777-lab,[],open,false,,[],2025-11-28T11:05:44.000Z,2025-11-28T11:15:44.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38568,https://api.github.com/repos/octocat/Spoon-Knife,3673412402,38568,Added my name,67097040,Chanakya-GH,[],open,false,,[],2025-11-28T02:21:30.000Z,2025-11-28T02:28:01.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38567,https://api.github.com/repos/octocat/Spoon-Knife,3673063352,38567,Actualizar index.html y styles.css,113809124,ivanandresreyes,[],closed,false,,[],2025-11-27T21:39:03.000Z,2025-11-27T21:40:30.000Z,2025-11-27T21:40:30.000Z,0.0010069444444444444
https://api.github.com/repos/octocat/Spoon-Knife/issues/38566,https://api.github.com/repos/octocat/Spoon-Knife,3672667454,38566,a short description of change,70439707,Ankit04042001,[],open,false,,[],2025-11-27T18:27:19.000Z,2025-11-27T18:27:19.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38565,https://api.github.com/repos/octocat/Spoon-Knife,3672634944,38565,Improved welcome message,242263539,diptikhiste-byte,[],open,false,,[],2025-11-27T18:12:21.000Z,2025-11-27T18:12:21.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38564,https://api.github.com/repos/octocat/Spoon-Knife,3671871158,38564,Add my lab contribution file,239222810,j409678976-oss,[],open,false,,[],2025-11-27T14:33:24.000Z,2025-11-27T14:33:24.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38563,https://api.github.com/repos/octocat/Spoon-Knife,3671095481,38563,ajout du fichier test,246459102,EwenDee,[],open,false,,[],2025-11-27T11:49:33.000Z,2025-11-27T11:49:33.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38562,https://api.github.com/repos/octocat/Spoon-Knife,3671025980,38562,Update index.html,246469556,nancysworld,[],open,false,,[],2025-11-27T11:32:30.000Z,2025-11-27T11:33:07.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38561,https://api.github.com/repos/octocat/Spoon-Knife,3670053015,38561,Update styles.css,227235939,lumpost,[],closed,false,,[],2025-11-27T06:33:49.000Z,2025-11-28T12:34:54.000Z,2025-11-28T12:34:54.000Z,1.2507523148148147
https://api.github.com/repos/octocat/Spoon-Knife/issues/38560,https://api.github.com/repos/octocat/Spoon-Knife,3670035948,38560,Delete styles.css,227235939,lumpost,[],closed,false,,[],2025-11-27T06:27:03.000Z,2025-11-28T12:34:54.000Z,2025-11-28T12:34:54.000Z,1.255451388888889
https://api.github.com/repos/octocat/Spoon-Knife/issues/38559,https://api.github.com/repos/octocat/Spoon-Knife,3669763059,38559,增加了abc,245994338,zxp023,[],closed,false,,[],2025-11-27T03:52:05.000Z,2025-11-27T04:20:40.000Z,2025-11-27T03:58:42.000Z,0.004594907407407408
https://api.github.com/repos/octocat/Spoon-Knife/issues/38558,https://api.github.com/repos/octocat/Spoon-Knife,3669093126,38558,Update index,246126595,PobieLab,[],open,false,,[],2025-11-26T21:31:11.000Z,2025-11-26T21:31:11.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38557,https://api.github.com/repos/octocat/Spoon-Knife,3668769637,38557,ENG-116 !!!!,56561394,di4nekim,[],open,false,,[],2025-11-26T19:19:16.000Z,2025-11-26T19:19:16.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38556,https://api.github.com/repos/octocat/Spoon-Knife,3667510036,38556,modification de marge,246108386,nblusseau,[],open,false,,[],2025-11-26T13:22:34.000Z,2025-11-26T13:22:34.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38555,https://api.github.com/repos/octocat/Spoon-Knife,3667374836,38555,Update index.html and styles.css.,241125019,ram4590,[],open,false,,[],2025-11-26T12:46:51.000Z,2025-11-26T13:09:56.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38554,https://api.github.com/repos/octocat/Spoon-Knife,3664504337,38554,Update index.html,51243962,Minqxs,[],open,false,,[],2025-11-25T20:31:40.000Z,2025-11-25T20:31:40.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38553,https://api.github.com/repos/octocat/Spoon-Knife,3664325324,38553,Update index.html and styles.css,18754275,bertmillan,[],open,false,,[],2025-11-25T19:29:08.000Z,2025-11-27T11:23:06.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38552,https://api.github.com/repos/octocat/Spoon-Knife,3664269132,38552,Update index.html and styles.css,221569325,wjdaniels,[],open,false,,[],2025-11-25T19:10:23.000Z,2025-11-25T19:10:23.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38550,https://api.github.com/repos/octocat/Spoon-Knife,3663296216,38550,Update index.html and styles.css,58173529,Cadonis0,[],open,false,,[],2025-11-25T14:27:00.000Z,2025-11-25T14:27:00.000Z,,
https://api.github.com/repos/octocat/Spoon-Knife/issues/38549,https://api.github.com/repos/octocat/Spoon-Knife,3663285813,38549,Update index.html and styles.css.,246059419,vamshigatla22,[],open,false,,[],2025-11-25T14:24:10.000Z,2025-11-25T14:24:10.000Z,,
